financiamiento,tp_sexo,tp_area,inev,pes
Publico,Hombre,Urbana,7.11,620.0
Publico,Hombre,Urbana,6.38,565.0
Publico,Hombre,Urbana,6.72,590.0
Publico,Hombre,Urbana,6.54,575.0
Publico,Mujer,Urbana,7.44,660.0
Publico,Hombre,Urbana,7.08,615.0
Publico,Mujer,Urbana,7.23,640.0
Publico,Mujer,Urbana,7.07,620.0
Publico,Mujer,Urbana,6.7,585.0
Publico,Mujer,Urbana,7.68,690.0
Publico,Hombre,Urbana,7.24,630.0
Publico,Mujer,Urbana,7.07,615.0
Publico,Hombre,Urbana,6.55,580.0
Publico,Hombre,Urbana,6.12,545.0
Publico,Mujer,Urbana,7.02,610.0
Publico,Hombre,Urbana,8.05,755.0
Publico,Hombre,Urbana,7.03,615.0
Publico,Mujer,Urbana,7.41,650.0
Publico,Mujer,Urbana,7.24,630.0
Publico,Hombre,Urbana,6.34,570.0
Publico,Mujer,Urbana,5.93,530.0
Publico,Hombre,Urbana,7.07,630.0
Publico,Hombre,Urbana,6.45,575.0
Publico,Hombre,Urbana,6.67,600.0
Publico,Hombre,Urbana,7.48,660.0
Publico,Hombre,Urbana,7.38,650.0
Publico,Mujer,Urbana,7.16,635.0
Publico,Mujer,Urbana,6.91,630.0
Publico,Mujer,Urbana,7.35,650.0
Publico,Mujer,Urbana,7.88,725.0
Publico,Mujer,Urbana,7.26,635.0
Publico,Hombre,Urbana,6.99,610.0
Publico,Mujer,Urbana,6.51,575.0
Publico,Hombre,Urbana,7.02,640.0
Publico,Mujer,Urbana,8.04,745.0
Publico,Hombre,Urbana,7.59,675.0
Publico,Mujer,Urbana,7.38,645.0
Publico,Mujer,Urbana,7.2,630.0
Publico,Mujer,Urbana,7.19,655.0
Publico,Mujer,Urbana,6.45,590.0
Publico,Hombre,Urbana,6.95,610.0
Publico,Hombre,Urbana,6.52,575.0
Publico,Hombre,Urbana,7.63,680.0
Publico,Mujer,Urbana,7.41,660.0
Publico,Hombre,Urbana,7.48,665.0
Publico,Hombre,Urbana,7.53,665.0
Publico,Mujer,Urbana,6.97,610.0
Publico,Hombre,Urbana,6.9,605.0
Publico,Hombre,Urbana,7.17,620.0
Publico,Hombre,Urbana,7.48,670.0
Publico,Hombre,Urbana,6.06,540.0
Publico,Mujer,Urbana,6.87,605.0
Publico,Mujer,Urbana,6.58,580.0
Publico,Hombre,Urbana,7.86,710.0
Publico,Hombre,Urbana,7.67,690.0
Publico,Hombre,Urbana,7.16,635.0
Publico,Mujer,Urbana,7.22,645.0
Publico,Mujer,Urbana,6.74,615.0
Publico,Hombre,Urbana,7.25,645.0
Publico,Mujer,Urbana,7.17,640.0
Publico,Hombre,Urbana,6.82,600.0
Publico,Hombre,Urbana,7.03,615.0
Publico,Mujer,Urbana,6.36,570.0
Publico,Mujer,Urbana,7.21,635.0
Publico,Hombre,Urbana,9.31,905.0
Publico,Mujer,Urbana,7.28,645.0
Publico,Mujer,Urbana,7.68,690.0
Publico,Hombre,Urbana,9.1,870.0
Publico,Hombre,Urbana,6.9,595.0
Publico,Hombre,Urbana,7.02,630.0
Publico,Mujer,Urbana,8.17,770.0
Publico,Hombre,Urbana,7.17,630.0
Publico,Hombre,Urbana,6.93,615.0
Publico,Mujer,Urbana,7.01,630.0
Publico,Mujer,Urbana,7.69,695.0
Publico,Hombre,Urbana,7.1,620.0
Publico,Hombre,Urbana,7.12,615.0
Publico,Mujer,Urbana,6.73,580.0
Publico,Mujer,Urbana,7.1,620.0
Publico,Hombre,Urbana,6.59,600.0
Publico,Hombre,Urbana,6.73,605.0
Publico,Hombre,Urbana,6.81,590.0
Privado,Hombre,Urbana,9.63,945.0
Privado,Mujer,Urbana,7.87,710.0
Privado,Hombre,Urbana,7.87,730.0
Privado,Mujer,Urbana,9.18,890.0
Privado,Hombre,Urbana,7.42,660.0
Privado,Hombre,Urbana,8.67,805.0
Privado,Mujer,Urbana,9.62,950.0
Privado,Mujer,Urbana,7.65,695.0
Privado,Hombre,Urbana,8.7,820.0
Privado,Hombre,Urbana,7.72,685.0
Privado,Mujer,Urbana,7.38,670.0
Privado,Hombre,Urbana,7.1,635.0
Privado,Hombre,Urbana,9.33,900.0
Privado,Hombre,Urbana,7.65,690.0
Privado,Mujer,Urbana,8.3,755.0
Privado,Hombre,Urbana,7.64,685.0
Privado,Mujer,Urbana,8.14,750.0
Privado,Hombre,Urbana,8.0,735.0
Privado,Mujer,Urbana,8.21,750.0
Privado,Hombre,Urbana,7.3,650.0
Privado,Hombre,Urbana,8.12,750.0
Privado,Mujer,Urbana,9.51,930.0
Privado,Mujer,Urbana,6.65,575.0
Privado,Hombre,Urbana,7.36,665.0
Privado,Hombre,Urbana,7.7,700.0
Privado,Hombre,Urbana,8.36,780.0
Privado,Mujer,Urbana,7.06,625.0
Privado,Hombre,Urbana,7.46,670.0
Privado,Mujer,Urbana,8.5,805.0
Publico,Mujer,Urbana,7.19,630.0
Publico,Hombre,Urbana,6.8,605.0
Publico,Hombre,Urbana,7.65,695.0
Publico,Hombre,Urbana,6.57,570.0
Publico,Hombre,Urbana,7.04,615.0
Publico,Hombre,Urbana,7.98,735.0
Publico,Hombre,Urbana,7.38,645.0
Publico,Hombre,Urbana,6.96,620.0
Publico,Hombre,Urbana,7.46,675.0
Publico,Hombre,Urbana,6.94,605.0
Publico,Mujer,Urbana,7.36,655.0
Publico,Hombre,Urbana,8.61,805.0
Publico,Mujer,Urbana,8.96,845.0
Publico,Mujer,Urbana,6.68,585.0
Publico,Hombre,Urbana,7.0,610.0
Publico,Mujer,Urbana,7.07,625.0
Publico,Hombre,Urbana,6.29,560.0
Publico,Mujer,Urbana,7.46,675.0
Publico,Hombre,Urbana,8.01,725.0
Publico,Hombre,Urbana,6.97,600.0
Publico,Mujer,Urbana,7.27,645.0
Publico,Hombre,Urbana,7.17,640.0
Publico,Hombre,Urbana,6.14,545.0
Publico,Hombre,Urbana,8.78,825.0
Publico,Mujer,Urbana,6.51,585.0
Publico,Hombre,Urbana,6.97,610.0
Publico,Hombre,Urbana,8.98,865.0
Publico,Hombre,Urbana,7.02,640.0
Publico,Mujer,Urbana,9.66,960.0
Publico,Hombre,Urbana,6.55,570.0
Publico,Mujer,Urbana,6.81,605.0
Publico,Mujer,Urbana,6.44,565.0
Publico,Hombre,Urbana,7.62,685.0
Publico,Hombre,Urbana,8.0,735.0
Publico,Hombre,Urbana,8.85,845.0
Publico,Hombre,Urbana,9.42,920.0
Publico,Hombre,Urbana,7.13,625.0
Publico,Hombre,Urbana,7.58,695.0
Publico,Hombre,Urbana,6.21,555.0
Publico,Mujer,Urbana,9.87,985.0
Publico,Hombre,Urbana,9.69,955.0
Publico,Hombre,Urbana,6.46,585.0
Publico,Hombre,Urbana,6.52,570.0
Publico,Hombre,Urbana,6.64,580.0
Publico,Hombre,Urbana,6.79,610.0
Publico,Hombre,Urbana,6.8,595.0
Publico,Mujer,Urbana,6.62,580.0
Publico,Hombre,Urbana,6.87,605.0
Publico,Hombre,Urbana,7.41,660.0
Publico,Hombre,Urbana,7.78,705.0
Publico,Hombre,Urbana,7.07,645.0
Publico,Hombre,Urbana,7.35,650.0
Publico,Hombre,Urbana,8.18,755.0
Publico,Mujer,Urbana,5.93,535.0
Publico,Hombre,Urbana,6.95,610.0
Publico,Hombre,Urbana,6.91,615.0
Publico,Mujer,Urbana,6.57,575.0
Publico,Mujer,Urbana,6.63,590.0
Publico,Hombre,Urbana,7.33,645.0
Publico,Mujer,Urbana,7.41,660.0
Publico,Hombre,Urbana,7.52,670.0
Publico,Hombre,Urbana,9.06,875.0
Privado,Mujer,Urbana,8.01,730.0
Privado,Mujer,Urbana,7.55,680.0
Privado,Mujer,Urbana,7.26,650.0
Privado,Mujer,Urbana,8.15,750.0
Privado,Hombre,Urbana,8.28,770.0
Privado,Mujer,Urbana,7.59,680.0
Privado,Mujer,Urbana,7.31,650.0
Privado,Mujer,Urbana,9.28,900.0
Privado,Hombre,Urbana,7.69,690.0
Publico,Hombre,Urbana,6.58,590.0
Publico,Hombre,Urbana,6.98,625.0
Publico,Hombre,Urbana,6.89,595.0
Publico,Hombre,Urbana,6.31,565.0
Publico,Mujer,Urbana,6.16,555.0
Publico,Hombre,Urbana,8.96,860.0
Publico,Mujer,Urbana,6.67,575.0
Publico,Mujer,Urbana,7.21,625.0
Publico,Mujer,Urbana,6.88,635.0
Publico,Mujer,Urbana,6.73,595.0
Publico,Mujer,Urbana,7.31,650.0
Publico,Hombre,Urbana,7.73,700.0
Publico,Mujer,Urbana,6.96,635.0
Publico,Mujer,Urbana,6.52,575.0
Publico,Mujer,Urbana,6.69,595.0
Publico,Mujer,Urbana,7.03,625.0
Publico,Hombre,Urbana,6.97,620.0
Publico,Hombre,Urbana,7.76,700.0
Publico,Mujer,Urbana,7.62,675.0
Publico,Mujer,Urbana,6.56,570.0
Publico,Hombre,Urbana,6.81,615.0
Publico,Hombre,Urbana,7.9,715.0
Publico,Hombre,Urbana,7.55,670.0
Publico,Hombre,Urbana,8.33,770.0
Publico,Mujer,Urbana,8.7,830.0
Publico,Mujer,Urbana,7.03,610.0
Publico,Hombre,Urbana,7.52,665.0
Publico,Hombre,Urbana,7.67,690.0
Publico,Hombre,Urbana,9.01,865.0
Publico,Hombre,Urbana,7.52,675.0
Publico,Hombre,Urbana,7.65,685.0
Publico,Mujer,Urbana,7.4,650.0
Publico,Hombre,Urbana,7.32,645.0
Publico,Mujer,Urbana,9.02,860.0
Publico,Mujer,Urbana,7.03,610.0
Publico,Mujer,Urbana,8.93,860.0
Privado,Mujer,Urbana,7.34,645.0
Privado,Mujer,Urbana,8.7,830.0
Privado,Mujer,Urbana,8.12,745.0
Privado,Mujer,Urbana,8.64,810.0
Privado,Mujer,Urbana,9.9,985.0
Privado,Mujer,Urbana,7.26,640.0
Privado,Mujer,Urbana,9.63,945.0
Privado,Mujer,Urbana,8.96,865.0
Privado,Mujer,Urbana,7.74,695.0
Privado,Mujer,Urbana,7.71,705.0
Privado,Mujer,Urbana,7.91,720.0
Privado,Mujer,Urbana,7.94,725.0
Privado,Mujer,Urbana,7.35,670.0
Privado,Mujer,Urbana,9.5,935.0
Privado,Mujer,Urbana,9.88,985.0
Publico,Mujer,Urbana,8.13,755.0
Publico,Hombre,Urbana,6.99,620.0
Publico,Mujer,Urbana,6.86,625.0
Publico,Mujer,Urbana,7.15,625.0
Publico,Hombre,Urbana,7.54,670.0
Publico,Hombre,Urbana,7.4,660.0
Publico,Hombre,Urbana,8.1,740.0
Publico,Mujer,Urbana,6.98,620.0
Publico,Mujer,Urbana,7.48,665.0
Publico,Hombre,Urbana,8.03,735.0
Publico,Hombre,Urbana,7.4,655.0
Publico,Mujer,Urbana,8.25,760.0
Publico,Mujer,Urbana,8.06,745.0
Publico,Hombre,Urbana,6.09,540.0
Publico,Mujer,Urbana,7.4,670.0
Publico,Hombre,Urbana,7.85,715.0
Publico,Hombre,Urbana,7.94,725.0
Publico,Mujer,Urbana,7.25,635.0
Publico,Mujer,Urbana,7.53,670.0
Publico,Hombre,Urbana,7.36,650.0
Publico,Hombre,Urbana,9.18,890.0
Publico,Hombre,Urbana,7.65,690.0
Publico,Mujer,Urbana,6.26,565.0
Publico,Hombre,Urbana,8.38,780.0
Publico,Mujer,Urbana,6.82,595.0
Publico,Mujer,Urbana,8.36,785.0
Publico,Mujer,Urbana,7.25,635.0
Publico,Mujer,Urbana,7.53,670.0
Publico,Mujer,Urbana,7.71,695.0
Publico,Hombre,Urbana,8.28,770.0
Publico,Mujer,Urbana,7.08,625.0
Publico,Mujer,Urbana,7.19,635.0
Publico,Hombre,Urbana,8.47,815.0
Publico,Hombre,Urbana,7.32,645.0
Publico,Hombre,Urbana,7.38,650.0
Publico,Mujer,Urbana,6.85,605.0
Publico,Mujer,Urbana,9.13,885.0
Publico,Hombre,Urbana,7.89,715.0
Publico,Mujer,Urbana,7.4,655.0
Publico,Mujer,Urbana,9.22,890.0
Publico,Hombre,Urbana,7.82,705.0
Publico,Mujer,Urbana,6.32,565.0
Publico,Mujer,Urbana,6.7,595.0
Publico,Hombre,Urbana,7.38,650.0
Publico,Hombre,Urbana,7.34,645.0
Publico,Hombre,Urbana,9.73,965.0
Publico,Hombre,Urbana,7.35,655.0
Publico,Mujer,Urbana,6.7,605.0
Publico,Hombre,Urbana,6.76,595.0
Publico,Mujer,Urbana,8.76,840.0
Publico,Mujer,Urbana,6.82,600.0
Publico,Hombre,Urbana,7.39,655.0
Publico,Hombre,Urbana,6.77,590.0
Publico,Mujer,Urbana,6.94,610.0
Publico,Hombre,Urbana,6.85,595.0
Publico,Mujer,Urbana,7.22,645.0
Publico,Mujer,Urbana,7.47,660.0
Publico,Hombre,Urbana,6.94,610.0
Publico,Mujer,Urbana,7.8,695.0
Publico,Hombre,Urbana,6.95,635.0
Publico,Hombre,Urbana,7.37,655.0
Publico,Hombre,Urbana,8.99,860.0
Publico,Mujer,Urbana,6.94,600.0
Publico,Mujer,Urbana,6.74,595.0
Publico,Hombre,Urbana,7.27,655.0
Publico,Mujer,Urbana,7.84,710.0
Publico,Hombre,Urbana,7.72,705.0
Publico,Mujer,Urbana,7.07,630.0
Publico,Hombre,Urbana,7.22,635.0
Publico,Mujer,Urbana,6.89,610.0
Publico,Mujer,Urbana,7.01,620.0
Publico,Mujer,Urbana,8.98,860.0
Publico,Mujer,Urbana,7.13,630.0
Publico,Hombre,Urbana,7.36,650.0
Publico,Hombre,Urbana,7.47,665.0
Publico,Mujer,Urbana,7.34,660.0
Publico,Hombre,Urbana,7.82,700.0
Publico,Mujer,Urbana,7.11,625.0
Publico,Mujer,Urbana,7.6,695.0
Publico,Mujer,Urbana,7.13,625.0
Publico,Hombre,Urbana,6.93,610.0
Publico,Hombre,Urbana,8.91,855.0
Publico,Mujer,Urbana,7.46,660.0
Publico,Mujer,Urbana,7.37,660.0
Publico,Mujer,Urbana,7.64,690.0
Publico,Mujer,Urbana,7.31,660.0
Publico,Mujer,Urbana,7.5,665.0
Publico,Hombre,Urbana,8.38,780.0
Publico,Mujer,Urbana,8.01,730.0
Publico,Mujer,Urbana,7.74,695.0
Publico,Mujer,Urbana,8.01,735.0
Publico,Mujer,Urbana,6.97,605.0
Publico,Hombre,Urbana,7.41,665.0
Publico,Mujer,Urbana,7.43,675.0
Publico,Hombre,Urbana,6.95,635.0
Publico,Mujer,Urbana,8.11,740.0
Privado,Mujer,Rural,7.52,665.0
Privado,Mujer,Rural,7.88,715.0
Privado,Hombre,Rural,8.09,740.0
Privado,Mujer,Rural,7.78,710.0
Privado,Mujer,Rural,7.63,690.0
Publico,Hombre,Urbana,7.66,685.0
Publico,Hombre,Urbana,7.14,620.0
Publico,Hombre,Urbana,7.56,675.0
Publico,Hombre,Urbana,8.13,770.0
Publico,Hombre,Urbana,8.76,820.0
Publico,Mujer,Urbana,7.06,630.0
Publico,Mujer,Urbana,7.21,625.0
Publico,Hombre,Urbana,6.81,615.0
Publico,Mujer,Urbana,8.49,810.0
Publico,Mujer,Urbana,7.92,730.0
Publico,Hombre,Urbana,7.12,625.0
Publico,Mujer,Urbana,6.55,575.0
Publico,Hombre,Urbana,7.16,630.0
Publico,Mujer,Urbana,7.48,660.0
Publico,Mujer,Urbana,9.42,920.0
Publico,Mujer,Urbana,7.18,625.0
Publico,Hombre,Urbana,7.02,625.0
Publico,Mujer,Urbana,7.97,720.0
Publico,Hombre,Urbana,7.15,630.0
Publico,Mujer,Urbana,8.61,810.0
Publico,Hombre,Urbana,7.47,670.0
Publico,Hombre,Urbana,7.4,655.0
Publico,Mujer,Urbana,8.68,825.0
Publico,Mujer,Urbana,7.97,725.0
Publico,Hombre,Urbana,6.68,585.0
Publico,Hombre,Urbana,7.19,670.0
Publico,Hombre,Urbana,8.0,770.0
Publico,Mujer,Urbana,9.17,885.0
Publico,Hombre,Urbana,7.39,650.0
Publico,Hombre,Urbana,9.76,965.0
Publico,Hombre,Urbana,9.54,940.0
Publico,Hombre,Urbana,7.83,710.0
Publico,Mujer,Urbana,8.13,765.0
Publico,Mujer,Urbana,8.57,815.0
Publico,Mujer,Urbana,8.32,790.0
Publico,Mujer,Urbana,7.23,650.0
Publico,Mujer,Urbana,7.63,690.0
Publico,Hombre,Urbana,8.98,860.0
Publico,Mujer,Urbana,7.57,675.0
Publico,Mujer,Urbana,8.51,805.0
Publico,Mujer,Urbana,7.35,645.0
Publico,Hombre,Urbana,8.17,760.0
Publico,Mujer,Urbana,7.05,645.0
Publico,Mujer,Urbana,8.22,770.0
Publico,Mujer,Urbana,7.79,705.0
Publico,Hombre,Urbana,6.91,620.0
Publico,Hombre,Urbana,7.45,675.0
Publico,Mujer,Rural,7.67,685.0
Publico,Mujer,Rural,7.51,690.0
Publico,Hombre,Rural,7.29,655.0
Publico,Mujer,Rural,6.62,585.0
Publico,Mujer,Rural,7.89,725.0
Publico,Mujer,Rural,6.91,620.0
Publico,Mujer,Rural,7.71,695.0
Publico,Hombre,Rural,7.02,635.0
Publico,Mujer,Rural,6.62,590.0
Publico,Mujer,Rural,6.44,575.0
Publico,Mujer,Rural,7.32,665.0
Publico,Mujer,Rural,7.77,700.0
Publico,Mujer,Rural,7.42,660.0
Publico,Hombre,Rural,7.86,710.0
Publico,Mujer,Rural,7.24,660.0
Publico,Hombre,Rural,7.11,635.0
Publico,Mujer,Rural,7.92,730.0
Publico,Mujer,Rural,7.18,655.0
Publico,Mujer,Rural,6.65,585.0
Publico,Mujer,Rural,7.44,660.0
Publico,Mujer,Rural,6.67,605.0
Publico,Hombre,Rural,7.66,695.0
Publico,Mujer,Rural,8.02,740.0
Publico,Mujer,Rural,6.86,610.0
Publico,Mujer,Rural,7.5,675.0
Publico,Mujer,Rural,7.62,700.0
Publico,Hombre,Rural,7.07,615.0
Publico,Hombre,Rural,6.57,575.0
Publico,Hombre,Rural,7.74,695.0
Publico,Hombre,Rural,7.44,675.0
Publico,Mujer,Rural,6.97,620.0
Publico,Mujer,Rural,7.55,680.0
Publico,Mujer,Rural,7.32,655.0
Publico,Mujer,Rural,7.66,695.0
Publico,Mujer,Rural,7.08,660.0
Publico,Mujer,Rural,6.35,555.0
Publico,Hombre,Rural,9.67,965.0
Publico,Mujer,Rural,9.59,950.0
Publico,Mujer,Rural,9.16,890.0
Publico,Hombre,Rural,8.28,760.0
Publico,Mujer,Rural,9.97,995.0
Publico,Mujer,Rural,9.72,965.0
Publico,Hombre,Rural,6.91,600.0
Publico,Hombre,Rural,8.55,805.0
Publico,Mujer,Rural,8.03,740.0
Publico,Mujer,Rural,7.93,775.0
Publico,Hombre,Rural,9.92,990.0
Publico,Hombre,Rural,9.84,980.0
Publico,Mujer,Rural,7.38,645.0
Publico,Mujer,Rural,6.79,605.0
Publico,Mujer,Rural,7.26,640.0
Publico,Hombre,Rural,9.66,950.0
Publico,Mujer,Rural,7.23,645.0
Publico,Mujer,Rural,6.93,610.0
Publico,Hombre,Rural,9.71,960.0
Publico,Mujer,Rural,8.61,810.0
Publico,Mujer,Rural,7.73,700.0
Publico,Hombre,Rural,6.97,620.0
Publico,Mujer,Rural,8.45,800.0
Publico,Hombre,Rural,9.82,975.0
Publico,Hombre,Rural,6.72,600.0
Publico,Hombre,Rural,9.94,990.0
Publico,Hombre,Rural,8.45,795.0
Publico,Hombre,Rural,8.03,735.0
Publico,Hombre,Rural,7.67,705.0
Publico,Hombre,Rural,9.66,960.0
Publico,Hombre,Rural,8.04,745.0
Publico,Mujer,Rural,8.32,765.0
Publico,Hombre,Rural,6.8,595.0
Publico,Hombre,Rural,9.84,980.0
Publico,Hombre,Rural,7.3,670.0
Publico,Mujer,Rural,9.55,945.0
Publico,Hombre,Rural,6.96,610.0
Publico,Hombre,Rural,6.82,605.0
Publico,Mujer,Rural,9.14,895.0
Publico,Mujer,Rural,7.12,640.0
Publico,Hombre,Rural,9.58,945.0
Publico,Mujer,Rural,7.17,630.0
Publico,Mujer,Rural,6.77,590.0
Publico,Mujer,Rural,6.95,615.0
Publico,Hombre,Rural,9.46,925.0
Publico,Mujer,Rural,7.06,610.0
Publico,Hombre,Rural,8.03,740.0
Publico,Mujer,Rural,8.73,830.0
Publico,Hombre,Rural,9.74,965.0
Publico,Mujer,Rural,7.64,690.0
Publico,Hombre,Rural,7.39,650.0
Publico,Hombre,Rural,6.98,620.0
Publico,Mujer,Rural,9.35,910.0
Publico,Mujer,Rural,8.13,750.0
Publico,Hombre,Rural,7.41,655.0
Publico,Mujer,Rural,9.68,955.0
Publico,Hombre,Rural,7.18,655.0
Publico,Mujer,Rural,9.74,965.0
Publico,Hombre,Rural,6.58,570.0
Publico,Hombre,Rural,9.88,985.0
Publico,Hombre,Rural,9.24,915.0
Publico,Hombre,Rural,7.72,700.0
Publico,Mujer,Urbana,7.07,635.0
Publico,Mujer,Urbana,7.27,635.0
Publico,Mujer,Urbana,6.86,605.0
Publico,Mujer,Urbana,7.8,715.0
Publico,Hombre,Urbana,6.83,600.0
Publico,Hombre,Urbana,7.54,675.0
Publico,Mujer,Urbana,6.38,560.0
Publico,Hombre,Urbana,6.97,620.0
Publico,Hombre,Urbana,6.86,605.0
Publico,Hombre,Urbana,6.49,570.0
Publico,Mujer,Urbana,7.28,640.0
Publico,Mujer,Urbana,7.59,695.0
Publico,Mujer,Urbana,6.92,610.0
Publico,Mujer,Urbana,6.86,595.0
Publico,Mujer,Urbana,7.13,630.0
Publico,Mujer,Urbana,6.6,585.0
Publico,Mujer,Urbana,6.9,600.0
Publico,Hombre,Urbana,7.56,680.0
Publico,Hombre,Urbana,7.11,625.0
Publico,Hombre,Urbana,5.99,535.0
Publico,Mujer,Urbana,6.48,565.0
Publico,Mujer,Urbana,7.24,650.0
Publico,Mujer,Urbana,7.47,665.0
Publico,Hombre,Urbana,7.38,645.0
Publico,Hombre,Urbana,7.0,630.0
Publico,Hombre,Urbana,7.26,645.0
Publico,Hombre,Urbana,6.4,565.0
Publico,Mujer,Urbana,6.97,605.0
Publico,Hombre,Urbana,8.53,800.0
Publico,Hombre,Urbana,6.99,610.0
Publico,Mujer,Urbana,7.77,700.0
Publico,Hombre,Urbana,7.48,675.0
Publico,Hombre,Urbana,7.07,615.0
Publico,Mujer,Urbana,6.3,565.0
Publico,Hombre,Urbana,7.25,635.0
Publico,Mujer,Urbana,8.09,745.0
Publico,Mujer,Urbana,6.89,610.0
Publico,Mujer,Urbana,6.67,585.0
Publico,Hombre,Urbana,7.57,685.0
Publico,Hombre,Urbana,7.15,620.0
Publico,Hombre,Urbana,6.7,600.0
Publico,Mujer,Urbana,7.21,640.0
Publico,Mujer,Urbana,7.38,650.0
Publico,Mujer,Urbana,7.15,630.0
Publico,Hombre,Urbana,6.65,590.0
Publico,Hombre,Urbana,6.91,610.0
Publico,Hombre,Urbana,6.02,550.0
Publico,Hombre,Urbana,7.91,725.0
Publico,Hombre,Urbana,6.87,605.0
Publico,Mujer,Urbana,7.52,670.0
Publico,Mujer,Urbana,6.92,595.0
Publico,Hombre,Urbana,6.47,575.0
Publico,Hombre,Urbana,7.72,700.0
Publico,Mujer,Urbana,7.82,700.0
Publico,Mujer,Urbana,6.72,580.0
Publico,Mujer,Urbana,7.24,630.0
Publico,Hombre,Urbana,6.72,600.0
Publico,Mujer,Urbana,7.2,630.0
Publico,Mujer,Urbana,7.08,610.0
Publico,Mujer,Urbana,7.28,660.0
Publico,Mujer,Urbana,6.95,610.0
Publico,Hombre,Urbana,7.18,640.0
Publico,Hombre,Urbana,6.62,585.0
Publico,Hombre,Urbana,7.13,620.0
Publico,Mujer,Urbana,7.35,655.0
Publico,Mujer,Urbana,7.56,665.0
Publico,Mujer,Urbana,6.49,570.0
Publico,Mujer,Urbana,6.44,575.0
Publico,Mujer,Urbana,7.44,665.0
Publico,Hombre,Urbana,6.82,595.0
Publico,Hombre,Urbana,5.84,535.0
Publico,Hombre,Urbana,7.55,695.0
Publico,Hombre,Urbana,7.08,615.0
Publico,Hombre,Urbana,7.52,670.0
Publico,Mujer,Urbana,7.23,635.0
Publico,Hombre,Urbana,6.8,605.0
Publico,Hombre,Urbana,7.74,695.0
Publico,Mujer,Urbana,7.28,645.0
Publico,Mujer,Urbana,7.74,700.0
Publico,Hombre,Urbana,6.46,580.0
Publico,Hombre,Urbana,7.1,620.0
Publico,Hombre,Urbana,6.78,605.0
Publico,Mujer,Urbana,6.76,585.0
Publico,Mujer,Urbana,7.11,615.0
Publico,Mujer,Urbana,6.84,595.0
Publico,Mujer,Urbana,8.72,820.0
Publico,Hombre,Urbana,6.84,595.0
Publico,Hombre,Urbana,6.99,610.0
Publico,Hombre,Urbana,6.44,575.0
Publico,Hombre,Urbana,7.09,615.0
Publico,Hombre,Urbana,7.03,615.0
Publico,Mujer,Urbana,6.93,610.0
Publico,Hombre,Urbana,8.12,740.0
Publico,Hombre,Urbana,7.22,655.0
Publico,Hombre,Urbana,6.64,585.0
Publico,Hombre,Urbana,6.81,605.0
Publico,Hombre,Urbana,8.02,730.0
Publico,Mujer,Urbana,6.89,595.0
Publico,Hombre,Urbana,6.89,610.0
Publico,Hombre,Urbana,6.23,545.0
Publico,Hombre,Urbana,6.53,575.0
Publico,Mujer,Urbana,7.54,665.0
Publico,Mujer,Urbana,7.19,625.0
Publico,Hombre,Urbana,7.7,700.0
Publico,Mujer,Urbana,7.54,685.0
Publico,Mujer,Urbana,6.83,600.0
Publico,Hombre,Urbana,6.74,600.0
Publico,Hombre,Urbana,7.04,605.0
Publico,Hombre,Urbana,7.42,675.0
Publico,Hombre,Urbana,6.64,585.0
Publico,Mujer,Urbana,7.79,690.0
Publico,Hombre,Urbana,6.54,595.0
Publico,Hombre,Urbana,6.72,600.0
Publico,Hombre,Urbana,6.97,615.0
Publico,Hombre,Urbana,6.91,605.0
Publico,Hombre,Urbana,6.87,600.0
Publico,Mujer,Urbana,7.28,630.0
Publico,Mujer,Urbana,6.99,610.0
Publico,Mujer,Urbana,7.01,645.0
Publico,Mujer,Urbana,8.75,825.0
Publico,Mujer,Urbana,7.55,665.0
Publico,Hombre,Urbana,7.45,665.0
Publico,Mujer,Urbana,6.83,595.0
Publico,Mujer,Urbana,6.46,570.0
Publico,Hombre,Urbana,7.25,630.0
Publico,Hombre,Urbana,7.24,630.0
Publico,Mujer,Urbana,6.55,595.0
Publico,Hombre,Urbana,7.34,645.0
Publico,Mujer,Urbana,7.4,660.0
Publico,Hombre,Urbana,6.63,580.0
Privado,Hombre,Urbana,7.62,670.0
Privado,Mujer,Urbana,7.98,730.0
Privado,Hombre,Urbana,7.41,665.0
Privado,Hombre,Urbana,7.63,680.0
Privado,Hombre,Urbana,7.43,665.0
Privado,Mujer,Urbana,7.24,645.0
Privado,Mujer,Urbana,7.7,695.0
Privado,Mujer,Urbana,7.67,685.0
Privado,Mujer,Urbana,8.92,850.0
Privado,Mujer,Urbana,8.13,745.0
Privado,Hombre,Urbana,9.36,920.0
Privado,Hombre,Urbana,7.4,650.0
Privado,Mujer,Urbana,7.23,655.0
Privado,Mujer,Urbana,8.02,730.0
Privado,Mujer,Urbana,7.98,730.0
Privado,Mujer,Urbana,7.54,670.0
Privado,Hombre,Urbana,8.38,780.0
Privado,Hombre,Urbana,7.98,725.0
Privado,Mujer,Urbana,7.87,720.0
Privado,Hombre,Urbana,7.43,685.0
Privado,Mujer,Urbana,8.12,735.0
Privado,Mujer,Urbana,8.01,720.0
Privado,Mujer,Urbana,7.89,710.0
Privado,Mujer,Urbana,7.31,650.0
Privado,Mujer,Urbana,7.64,690.0
Privado,Mujer,Urbana,8.07,745.0
Privado,Mujer,Urbana,7.3,635.0
Privado,Hombre,Urbana,8.06,745.0
Privado,Hombre,Urbana,7.23,640.0
Privado,Hombre,Urbana,7.51,675.0
