financiamiento,tp_sexo,tp_area,inev,pes
Privado,Hombre,Urbana,7.51,665.0
Privado,Hombre,Urbana,8.61,800.0
Privado,Mujer,Urbana,7.48,670.0
Privado,Hombre,Urbana,9.67,950.0
Privado,Mujer,Urbana,7.2,635.0
Publico,Mujer,Urbana,6.71,585.0
Publico,Hombre,Urbana,7.31,635.0
Publico,Hombre,Urbana,7.74,695.0
Publico,Mujer,Urbana,7.04,615.0
Publico,Hombre,Urbana,7.53,680.0
Publico,Mujer,Urbana,6.57,610.0
Publico,Mujer,Urbana,7.31,650.0
Publico,Mujer,Urbana,7.27,640.0
Publico,Mujer,Urbana,7.22,625.0
Publico,Hombre,Urbana,6.71,590.0
Publico,Hombre,Urbana,6.79,600.0
Publico,Hombre,Urbana,7.24,650.0
Publico,Mujer,Urbana,6.75,595.0
Publico,Mujer,Urbana,6.98,605.0
Publico,Hombre,Urbana,7.06,610.0
Publico,Hombre,Urbana,6.86,595.0
Publico,Hombre,Urbana,6.44,565.0
Publico,Hombre,Urbana,7.28,635.0
Publico,Hombre,Urbana,8.99,850.0
Publico,Mujer,Urbana,7.33,640.0
Publico,Hombre,Urbana,7.54,670.0
Publico,Hombre,Urbana,7.26,635.0
Publico,Mujer,Urbana,7.5,665.0
Publico,Mujer,Urbana,7.08,615.0
Publico,Mujer,Urbana,7.49,665.0
Publico,Mujer,Urbana,6.8,610.0
Publico,Mujer,Urbana,6.8,600.0
Publico,Mujer,Urbana,7.56,680.0
Publico,Hombre,Urbana,7.46,655.0
Publico,Mujer,Urbana,7.4,660.0
Publico,Mujer,Urbana,7.27,635.0
Publico,Hombre,Urbana,7.51,675.0
Publico,Hombre,Urbana,7.41,655.0
Publico,Hombre,Urbana,8.7,815.0
Publico,Hombre,Urbana,7.62,675.0
Publico,Hombre,Urbana,7.19,625.0
Publico,Mujer,Urbana,7.24,630.0
Publico,Hombre,Urbana,7.43,660.0
Publico,Mujer,Urbana,7.78,700.0
Publico,Hombre,Urbana,7.54,670.0
Publico,Hombre,Urbana,7.19,650.0
Publico,Hombre,Urbana,7.49,665.0
Privado,Mujer,Urbana,8.76,830.0
Privado,Mujer,Urbana,7.72,700.0
Privado,Mujer,Urbana,7.18,655.0
Privado,Mujer,Urbana,7.21,645.0
Privado,Mujer,Urbana,8.18,750.0
Privado,Mujer,Urbana,7.0,640.0
Privado,Mujer,Urbana,7.48,660.0
Privado,Mujer,Urbana,9.13,885.0
Privado,Mujer,Urbana,9.73,965.0
Privado,Mujer,Urbana,9.71,955.0
Privado,Mujer,Urbana,9.31,910.0
Privado,Mujer,Urbana,6.86,605.0
Privado,Mujer,Urbana,7.25,645.0
Privado,Mujer,Urbana,8.14,750.0
Privado,Mujer,Urbana,7.61,680.0
Privado,Mujer,Urbana,7.55,675.0
Privado,Mujer,Urbana,7.17,625.0
Privado,Mujer,Urbana,9.67,955.0
Privado,Mujer,Urbana,7.74,695.0
Privado,Mujer,Urbana,9.76,965.0
Publico,Mujer,Urbana,6.62,585.0
Publico,Hombre,Urbana,7.26,640.0
Publico,Mujer,Urbana,6.65,580.0
Publico,Hombre,Urbana,6.95,600.0
Publico,Mujer,Urbana,7.46,655.0
Publico,Mujer,Urbana,7.51,660.0
Publico,Mujer,Urbana,7.51,680.0
Publico,Mujer,Urbana,7.46,660.0
Publico,Hombre,Urbana,8.19,755.0
Publico,Mujer,Urbana,8.55,810.0
Publico,Hombre,Urbana,6.85,590.0
Publico,Mujer,Urbana,8.05,760.0
Publico,Mujer,Urbana,7.57,685.0
Publico,Mujer,Urbana,7.9,715.0
Publico,Hombre,Urbana,7.25,640.0
Publico,Mujer,Urbana,7.86,715.0
Publico,Mujer,Urbana,7.12,635.0
Publico,Mujer,Urbana,7.14,650.0
Publico,Mujer,Urbana,7.45,665.0
Publico,Hombre,Urbana,7.2,625.0
Publico,Hombre,Urbana,6.68,580.0
Publico,Hombre,Urbana,6.98,630.0
Publico,Hombre,Urbana,8.02,735.0
Publico,Mujer,Urbana,6.57,570.0
Publico,Hombre,Urbana,7.11,615.0
Publico,Mujer,Urbana,7.8,700.0
Publico,Mujer,Urbana,7.6,685.0
Publico,Mujer,Urbana,7.67,685.0
Publico,Mujer,Urbana,8.47,795.0
Publico,Mujer,Urbana,6.92,605.0
Publico,Hombre,Urbana,7.47,655.0
Publico,Mujer,Urbana,8.99,860.0
Publico,Hombre,Urbana,7.17,635.0
Publico,Hombre,Urbana,7.36,650.0
Publico,Mujer,Urbana,8.88,840.0
Publico,Mujer,Urbana,8.29,755.0
Publico,Hombre,Urbana,6.76,610.0
Publico,Mujer,Urbana,7.93,730.0
Publico,Mujer,Urbana,7.65,695.0
Publico,Mujer,Urbana,7.68,690.0
Publico,Mujer,Urbana,7.67,680.0
Publico,Mujer,Urbana,8.41,780.0
Publico,Mujer,Urbana,7.78,695.0
Publico,Mujer,Urbana,6.6,570.0
Publico,Mujer,Urbana,7.4,680.0
Publico,Hombre,Urbana,7.68,700.0
Publico,Hombre,Urbana,9.85,980.0
Publico,Hombre,Urbana,8.76,840.0
Publico,Hombre,Urbana,7.92,720.0
Publico,Mujer,Urbana,6.93,605.0
Publico,Mujer,Urbana,7.68,690.0
Publico,Hombre,Urbana,8.58,810.0
Publico,Hombre,Urbana,7.37,660.0
Publico,Mujer,Urbana,7.0,620.0
Publico,Mujer,Urbana,6.58,580.0
Publico,Hombre,Urbana,7.39,655.0
Publico,Hombre,Urbana,7.28,635.0
Publico,Mujer,Urbana,7.29,635.0
Publico,Mujer,Urbana,7.79,705.0
Publico,Hombre,Urbana,6.92,595.0
Publico,Hombre,Urbana,6.71,585.0
Publico,Mujer,Urbana,7.07,645.0
Publico,Mujer,Urbana,7.91,715.0
Publico,Mujer,Urbana,6.7,585.0
Publico,Mujer,Urbana,6.2,540.0
Publico,Hombre,Urbana,7.38,655.0
Publico,Hombre,Urbana,8.14,755.0
Publico,Mujer,Urbana,7.56,675.0
Publico,Hombre,Urbana,7.56,680.0
Publico,Hombre,Urbana,7.54,685.0
Publico,Mujer,Urbana,6.93,605.0
Publico,Hombre,Urbana,6.85,605.0
Publico,Mujer,Urbana,7.73,710.0
Publico,Hombre,Urbana,7.15,630.0
Publico,Mujer,Urbana,6.97,610.0
Publico,Mujer,Urbana,7.35,650.0
Publico,Mujer,Urbana,7.35,645.0
Publico,Mujer,Urbana,8.12,770.0
Publico,Mujer,Urbana,7.53,670.0
Publico,Mujer,Urbana,8.94,855.0
Publico,Hombre,Urbana,8.38,775.0
Publico,Mujer,Urbana,7.62,685.0
Publico,Mujer,Urbana,7.95,715.0
Publico,Hombre,Urbana,7.38,665.0
Publico,Mujer,Urbana,7.06,625.0
Publico,Hombre,Urbana,7.88,705.0
Publico,Mujer,Urbana,9.74,965.0
Publico,Hombre,Urbana,8.88,850.0
Publico,Hombre,Urbana,8.83,845.0
Publico,Hombre,Urbana,7.58,675.0
Publico,Mujer,Urbana,7.32,670.0
Publico,Mujer,Urbana,7.42,650.0
Publico,Hombre,Urbana,6.88,600.0
Publico,Mujer,Urbana,8.07,735.0
Publico,Mujer,Urbana,7.58,680.0
Publico,Mujer,Urbana,6.59,590.0
Publico,Mujer,Urbana,7.81,710.0
Publico,Mujer,Urbana,7.13,630.0
Publico,Mujer,Urbana,7.52,670.0
Publico,Hombre,Urbana,7.16,635.0
Publico,Hombre,Urbana,8.59,810.0
Publico,Mujer,Urbana,7.22,625.0
Publico,Mujer,Urbana,7.14,625.0
Publico,Mujer,Urbana,6.49,575.0
Publico,Mujer,Urbana,7.66,695.0
Publico,Mujer,Urbana,7.84,710.0
Publico,Mujer,Urbana,7.45,655.0
Publico,Mujer,Urbana,7.68,695.0
Publico,Hombre,Urbana,7.6,675.0
Publico,Hombre,Urbana,7.16,640.0
Publico,Hombre,Urbana,9.74,965.0
Publico,Mujer,Urbana,8.09,730.0
Publico,Hombre,Urbana,7.52,675.0
Publico,Mujer,Urbana,8.02,730.0
Publico,Hombre,Urbana,6.7,610.0
Publico,Hombre,Urbana,9.58,945.0
Publico,Mujer,Urbana,7.25,630.0
Publico,Hombre,Urbana,7.53,685.0
Publico,Mujer,Urbana,7.58,670.0
Publico,Mujer,Urbana,9.83,975.0
Publico,Hombre,Urbana,9.44,920.0
Publico,Mujer,Urbana,6.85,590.0
Publico,Hombre,Urbana,7.47,665.0
Publico,Hombre,Urbana,6.85,610.0
Publico,Mujer,Urbana,7.18,635.0
Publico,Mujer,Urbana,6.78,600.0
Publico,Mujer,Urbana,7.08,625.0
Publico,Mujer,Urbana,9.63,945.0
Publico,Hombre,Urbana,7.3,650.0
Publico,Hombre,Urbana,7.4,660.0
Publico,Mujer,Urbana,7.81,710.0
Publico,Mujer,Urbana,7.53,670.0
Publico,Hombre,Urbana,7.21,630.0
Publico,Mujer,Urbana,8.12,740.0
Publico,Hombre,Urbana,6.86,595.0
Publico,Mujer,Urbana,7.26,640.0
Publico,Mujer,Urbana,6.82,590.0
Publico,Hombre,Urbana,6.88,625.0
Publico,Mujer,Urbana,7.19,635.0
Publico,Mujer,Urbana,7.49,655.0
Publico,Mujer,Urbana,6.93,610.0
Publico,Mujer,Urbana,7.57,670.0
Publico,Mujer,Urbana,7.36,660.0
Publico,Mujer,Urbana,7.38,650.0
Publico,Mujer,Urbana,7.28,645.0
Publico,Mujer,Urbana,7.59,680.0
Publico,Hombre,Urbana,7.24,640.0
Publico,Hombre,Urbana,9.45,920.0
Publico,Mujer,Urbana,7.14,620.0
Publico,Mujer,Urbana,7.31,660.0
Publico,Hombre,Urbana,7.91,715.0
Publico,Mujer,Urbana,7.98,740.0
Publico,Hombre,Urbana,6.83,590.0
Publico,Hombre,Urbana,8.23,755.0
Publico,Hombre,Urbana,7.56,675.0
Publico,Mujer,Urbana,7.67,680.0
Publico,Mujer,Urbana,7.2,630.0
Publico,Mujer,Urbana,7.23,650.0
Publico,Hombre,Urbana,8.58,795.0
Publico,Mujer,Urbana,6.93,610.0
Publico,Mujer,Urbana,6.94,610.0
Publico,Mujer,Urbana,8.52,795.0
Publico,Mujer,Urbana,8.1,755.0
Publico,Hombre,Urbana,6.98,610.0
Publico,Hombre,Urbana,8.3,765.0
Publico,Mujer,Urbana,7.67,690.0
Publico,Mujer,Urbana,8.48,815.0
Publico,Hombre,Urbana,9.38,905.0
Publico,Mujer,Urbana,7.47,680.0
Publico,Hombre,Urbana,6.77,605.0
Publico,Mujer,Urbana,6.74,600.0
Publico,Mujer,Urbana,8.87,855.0
Publico,Mujer,Urbana,8.29,760.0
Publico,Hombre,Urbana,7.12,645.0
Publico,Mujer,Urbana,7.24,635.0
Publico,Hombre,Rural,6.77,615.0
Publico,Hombre,Rural,7.1,625.0
Publico,Hombre,Rural,7.52,695.0
Publico,Mujer,Rural,6.65,590.0
Publico,Hombre,Rural,7.09,645.0
Publico,Mujer,Rural,7.79,705.0
Publico,Mujer,Rural,7.21,645.0
Publico,Hombre,Rural,8.41,775.0
Publico,Mujer,Rural,7.46,685.0
Publico,Mujer,Rural,7.85,725.0
Publico,Hombre,Rural,7.05,645.0
Publico,Hombre,Rural,7.02,635.0
Publico,Hombre,Rural,7.7,690.0
Publico,Hombre,Rural,7.97,740.0
Publico,Mujer,Rural,6.57,590.0
Publico,Mujer,Rural,6.73,615.0
Publico,Hombre,Rural,6.68,615.0
Publico,Hombre,Rural,7.82,710.0
Publico,Hombre,Rural,7.04,630.0
Publico,Mujer,Rural,7.14,635.0
Publico,Mujer,Rural,7.04,630.0
Publico,Hombre,Rural,7.39,660.0
Publico,Hombre,Rural,7.21,655.0
Publico,Mujer,Rural,8.85,845.0
Publico,Mujer,Rural,7.01,635.0
Publico,Hombre,Rural,7.03,640.0
Publico,Mujer,Rural,7.15,645.0
Publico,Hombre,Rural,7.5,685.0
Publico,Mujer,Rural,7.15,635.0
Publico,Mujer,Rural,6.99,620.0
Publico,Mujer,Rural,8.01,735.0
Publico,Mujer,Rural,6.74,630.0
Publico,Hombre,Rural,6.71,605.0
Publico,Mujer,Rural,7.58,685.0
Publico,Mujer,Rural,6.81,600.0
Publico,Hombre,Rural,6.72,585.0
Publico,Mujer,Rural,7.03,620.0
Publico,Mujer,Rural,7.46,660.0
Publico,Mujer,Rural,6.75,585.0
Publico,Mujer,Rural,6.88,610.0
Publico,Mujer,Rural,7.06,645.0
Publico,Mujer,Rural,7.52,675.0
Publico,Mujer,Rural,7.01,625.0
Publico,Mujer,Rural,7.88,725.0
Publico,Hombre,Rural,7.02,630.0
Publico,Hombre,Rural,7.32,665.0
Publico,Mujer,Rural,7.58,685.0
Publico,Mujer,Rural,6.91,635.0
Publico,Hombre,Rural,7.73,695.0
Publico,Mujer,Rural,6.54,570.0
Publico,Hombre,Rural,8.56,805.0
Publico,Hombre,Rural,7.92,720.0
Publico,Hombre,Rural,7.5,660.0
Publico,Mujer,Rural,9.44,920.0
Publico,Hombre,Rural,7.81,705.0
Publico,Mujer,Rural,7.42,660.0
Publico,Mujer,Rural,7.32,640.0
Publico,Mujer,Rural,7.59,675.0
Publico,Hombre,Rural,6.43,570.0
Publico,Mujer,Rural,8.59,815.0
Publico,Mujer,Rural,9.75,965.0
Publico,Hombre,Rural,7.24,645.0
Publico,Mujer,Rural,7.61,675.0
Publico,Hombre,Rural,7.19,645.0
Publico,Hombre,Rural,9.8,970.0
Publico,Mujer,Rural,9.7,960.0
Publico,Mujer,Rural,7.33,645.0
Publico,Hombre,Rural,9.82,975.0
Publico,Mujer,Rural,9.82,980.0
Publico,Hombre,Rural,7.09,625.0
Publico,Mujer,Rural,9.1,875.0
Publico,Mujer,Rural,8.14,760.0
Publico,Mujer,Rural,8.53,800.0
Publico,Hombre,Rural,6.87,605.0
Publico,Mujer,Rural,8.19,780.0
Publico,Hombre,Rural,7.43,660.0
Publico,Mujer,Rural,9.95,995.0
Publico,Mujer,Rural,6.89,615.0
Publico,Hombre,Rural,8.95,845.0
Publico,Hombre,Rural,7.45,670.0
Publico,Mujer,Rural,8.12,745.0
Publico,Hombre,Rural,6.88,600.0
Publico,Hombre,Rural,7.22,630.0
Publico,Hombre,Rural,9.35,920.0
Publico,Mujer,Rural,6.94,610.0
Publico,Mujer,Rural,9.39,930.0
Publico,Mujer,Rural,6.6,580.0
Publico,Hombre,Rural,6.86,600.0
Publico,Hombre,Rural,9.63,945.0
Publico,Mujer,Rural,6.83,595.0
Publico,Mujer,Rural,9.64,950.0
Publico,Hombre,Rural,6.56,575.0
Publico,Hombre,Rural,6.49,565.0
Publico,Mujer,Rural,8.57,815.0
Publico,Mujer,Rural,8.55,810.0
Publico,Mujer,Rural,8.51,805.0
Publico,Mujer,Rural,7.37,655.0
Publico,Hombre,Rural,7.7,695.0
Publico,Mujer,Rural,9.32,915.0
Publico,Hombre,Rural,8.28,760.0
Publico,Hombre,Rural,9.38,915.0
Publico,Hombre,Rural,7.35,660.0
Publico,Mujer,Rural,6.99,605.0
Publico,Mujer,Rural,7.64,685.0
Publico,Mujer,Rural,7.6,670.0
Publico,Hombre,Rural,7.5,665.0
Publico,Hombre,Rural,9.95,990.0
Publico,Hombre,Rural,9.83,975.0
Publico,Mujer,Rural,9.83,975.0
Publico,Mujer,Rural,7.11,625.0
Publico,Mujer,Rural,7.26,670.0
Publico,Mujer,Rural,6.82,595.0
Publico,Mujer,Rural,6.17,550.0
Publico,Mujer,Rural,9.69,960.0
Publico,Hombre,Rural,9.67,960.0
Publico,Mujer,Rural,7.51,665.0
Publico,Mujer,Rural,8.73,830.0
Publico,Hombre,Rural,7.6,690.0
Publico,Hombre,Rural,9.73,965.0
Publico,Hombre,Rural,8.46,800.0
Privado,Hombre,Urbana,7.55,675.0
Privado,Mujer,Urbana,7.61,685.0
Privado,Hombre,Urbana,7.14,655.0
Privado,Mujer,Urbana,6.08,545.0
Privado,Mujer,Urbana,6.74,600.0
Privado,Hombre,Urbana,7.33,650.0
Privado,Hombre,Urbana,6.67,580.0
